INDEX,CALL ID,AGENT,DATE,DAY_OF_THE_WEEK,TIME,TOPIC,ANSWERED (Y/N),RESOLVED,SPEED OF ANSWER IN SECONDS,AVGTALKDURATION,SATISFACTION RATING
2075,ID2059,Martha,2021-02-05,Friday,11:51:22,Streaming,Y,Y,41.0,0 days 00:01:23,5.0
2076,ID2068,Becky,2021-02-05,Friday,13:43:41,Technical Support,Y,Y,68.0,0 days 00:01:07,3.0
2077,ID2087,Greg,2021-02-05,Friday,16:17:46,Technical Support,Y,Y,51.0,0 days 00:01:03,2.0
2078,ID2070,Diane,2021-02-05,Friday,14:13:55,Contract related,Y,Y,119.0,0 days 00:00:58,1.0
2079,ID2044,Joe,2021-02-05,Friday,10:49:26,Streaming,Y,Y,61.0,0 days 00:00:55,3.0
2080,ID2098,Diane,2021-02-05,Friday,17:44:10,Technical Support,Y,Y,125.0,0 days 00:00:50,3.0
2081,ID2074,Martha,2021-02-05,Friday,14:32:38,Streaming,Y,Y,113.0,0 days 00:00:37,5.0
2082,ID2089,Jim,2021-02-05,Friday,16:23:31,Technical Support,Y,Y,30.0,0 days 00:00:35,4.0
2083,ID2029,Greg,2021-02-05,Friday,09:27:22,Technical Support,N,N, ,0 days 00:00:00, 
2084,ID2030,Jim,2021-02-05,Friday,09:27:22,Contract related,N,N, ,0 days 00:00:00, 
2085,ID2032,Martha,2021-02-05,Friday,09:37:26,Streaming,N,N, ,0 days 00:00:00, 
2086,ID2038,Jim,2021-02-05,Friday,10:17:46,Admin Support,N,N, ,0 days 00:00:00, 
2087,ID2043,Dan,2021-02-05,Friday,10:49:26,Streaming,N,N, ,0 days 00:00:00, 
2088,ID2046,Martha,2021-02-05,Friday,11:13:55,Payment related,N,N, ,0 days 00:00:00, 
2089,ID2051,Dan,2021-02-05,Friday,11:42:43,Admin Support,N,N, ,0 days 00:00:00, 
2090,ID2058,Greg,2021-02-05,Friday,11:49:55,Admin Support,N,N, ,0 days 00:00:00, 
2091,ID2071,Dan,2021-02-05,Friday,14:26:53,Payment related,N,N, ,0 days 00:00:00, 
2092,ID2084,Martha,2021-02-05,Friday,15:41:46,Admin Support,N,N, ,0 days 00:00:00, 
2093,ID2090,Martha,2021-02-05,Friday,16:23:31,Technical Support,N,N, ,0 days 00:00:00, 
2094,ID2092,Dan,2021-02-05,Friday,16:55:12,Admin Support,N,N, ,0 days 00:00:00, 
2095,ID2094,Jim,2021-02-05,Friday,17:21:07,Admin Support,N,N, ,0 days 00:00:00, 
2096,ID2095,Martha,2021-02-05,Friday,17:39:50,Contract related,N,N, ,0 days 00:00:00, 
2097,ID2096,Jim,2021-02-05,Friday,17:39:50,Technical Support,N,N, ,0 days 00:00:00, 
2098,ID2137,Stewart,2021-02-06,Saturday,15:53:17,Payment related,Y,Y,63.0,0 days 00:06:51,3.0
2099,ID2135,Becky,2021-02-06,Saturday,14:55:41,Technical Support,Y,Y,44.0,0 days 00:06:35,4.0
2100,ID2113,Becky,2021-02-06,Saturday,11:32:38,Contract related,Y,Y,15.0,0 days 00:06:23,5.0
2101,ID2115,Dan,2021-02-06,Saturday,11:38:24,Technical Support,Y,Y,15.0,0 days 00:06:23,1.0
2102,ID2107,Greg,2021-02-06,Saturday,10:48:00,Payment related,Y,Y,120.0,0 days 00:06:21,3.0
2103,ID2140,Greg,2021-02-06,Saturday,16:45:07,Contract related,Y,Y,113.0,0 days 00:06:17,4.0
2104,ID2141,Greg,2021-02-06,Saturday,17:02:24,Technical Support,Y,N,57.0,0 days 00:06:12,4.0
2105,ID2130,Greg,2021-02-06,Saturday,13:39:22,Streaming,Y,Y,23.0,0 days 00:05:55,5.0
2106,ID2129,Dan,2021-02-06,Saturday,13:39:22,Technical Support,Y,Y,96.0,0 days 00:05:50,4.0
2107,ID2118,Greg,2021-02-06,Saturday,11:55:41,Admin Support,Y,Y,59.0,0 days 00:05:47,1.0
2108,ID2144,Jim,2021-02-06,Saturday,17:31:12,Technical Support,Y,Y,68.0,0 days 00:05:42,5.0
2109,ID2136,Diane,2021-02-06,Saturday,14:55:41,Payment related,Y,Y,73.0,0 days 00:05:14,1.0
2110,ID2143,Diane,2021-02-06,Saturday,17:31:12,Admin Support,Y,Y,120.0,0 days 00:05:13,4.0
2111,ID2146,Becky,2021-02-06,Saturday,17:35:31,Streaming,Y,Y,44.0,0 days 00:05:05,3.0
2112,ID2148,Greg,2021-02-06,Saturday,17:35:31,Technical Support,Y,Y,79.0,0 days 00:04:49,5.0
2113,ID2120,Martha,2021-02-06,Saturday,12:02:53,Streaming,Y,Y,39.0,0 days 00:04:27,3.0
2114,ID2109,Diane,2021-02-06,Saturday,11:02:24,Streaming,Y,Y,46.0,0 days 00:04:21,4.0
2115,ID2134,Dan,2021-02-06,Saturday,14:52:48,Contract related,Y,Y,55.0,0 days 00:04:08,5.0
2116,ID2101,Jim,2021-02-06,Saturday,09:57:36,Technical Support,Y,Y,92.0,0 days 00:03:55,4.0
2117,ID2122,Martha,2021-02-06,Saturday,12:12:58,Admin Support,Y,Y,108.0,0 days 00:03:49,4.0
2118,ID2103,Becky,2021-02-06,Saturday,09:59:02,Contract related,Y,Y,108.0,0 days 00:03:43,2.0
2119,ID2111,Jim,2021-02-06,Saturday,11:25:26,Streaming,Y,Y,78.0,0 days 00:03:42,2.0
2120,ID2147,Becky,2021-02-06,Saturday,17:35:31,Payment related,Y,Y,84.0,0 days 00:03:33,5.0
2121,ID2128,Becky,2021-02-06,Saturday,13:03:22,Streaming,Y,N,26.0,0 days 00:03:30,3.0
2122,ID2104,Diane,2021-02-06,Saturday,09:59:02,Streaming,Y,Y,122.0,0 days 00:03:20,4.0
2123,ID2126,Jim,2021-02-06,Saturday,12:53:17,Technical Support,Y,Y,109.0,0 days 00:03:06,2.0
2124,ID2112,Greg,2021-02-06,Saturday,11:25:26,Payment related,Y,Y,76.0,0 days 00:02:51,3.0
2125,ID2132,Diane,2021-02-06,Saturday,13:43:41,Payment related,Y,Y,123.0,0 days 00:02:44,3.0
2126,ID2123,Stewart,2021-02-06,Saturday,12:33:07,Payment related,Y,Y,48.0,0 days 00:02:36,4.0
2127,ID2102,Becky,2021-02-06,Saturday,09:57:36,Payment related,Y,Y,23.0,0 days 00:02:26,3.0
2128,ID2139,Dan,2021-02-06,Saturday,16:45:07,Admin Support,Y,Y,82.0,0 days 00:02:25,2.0
2129,ID2125,Becky,2021-02-06,Saturday,12:53:17,Technical Support,Y,Y,100.0,0 days 00:02:23,1.0
2130,ID2145,Martha,2021-02-06,Saturday,17:35:31,Contract related,Y,Y,31.0,0 days 00:02:15,3.0
2131,ID2117,Becky,2021-02-06,Saturday,11:55:41,Admin Support,Y,Y,82.0,0 days 00:02:03,4.0
2132,ID2099,Jim,2021-02-06,Saturday,09:23:02,Admin Support,Y,Y,118.0,0 days 00:01:50,4.0
2133,ID2124,Greg,2021-02-06,Saturday,12:33:07,Payment related,Y,Y,106.0,0 days 00:01:44,5.0
2134,ID2100,Martha,2021-02-06,Saturday,09:23:02,Streaming,Y,N,46.0,0 days 00:01:33,5.0
2135,ID2142,Stewart,2021-02-06,Saturday,17:02:24,Streaming,Y,Y,63.0,0 days 00:01:27,1.0
2136,ID2106,Becky,2021-02-06,Saturday,10:46:34,Admin Support,Y,Y,116.0,0 days 00:01:22,4.0
2137,ID2108,Greg,2021-02-06,Saturday,10:48:00,Technical Support,Y,Y,55.0,0 days 00:00:50,5.0
2138,ID2119,Dan,2021-02-06,Saturday,12:02:53,Streaming,Y,Y,41.0,0 days 00:00:49,4.0
2139,ID2105,Joe,2021-02-06,Saturday,10:46:34,Technical Support,Y,Y,27.0,0 days 00:00:38,4.0
2140,ID2110,Stewart,2021-02-06,Saturday,11:02:24,Contract related,N,N, ,0 days 00:00:00, 
2141,ID2114,Becky,2021-02-06,Saturday,11:32:38,Admin Support,N,N, ,0 days 00:00:00, 
2142,ID2116,Becky,2021-02-06,Saturday,11:38:24,Payment related,N,N, ,0 days 00:00:00, 
2143,ID2121,Martha,2021-02-06,Saturday,12:12:58,Payment related,N,N, ,0 days 00:00:00, 
2144,ID2127,Diane,2021-02-06,Saturday,13:03:22,Streaming,N,N, ,0 days 00:00:00, 
2145,ID2131,Martha,2021-02-06,Saturday,13:43:41,Payment related,N,N, ,0 days 00:00:00, 
2146,ID2133,Dan,2021-02-06,Saturday,14:52:48,Technical Support,N,N, ,0 days 00:00:00, 
2147,ID2138,Diane,2021-02-06,Saturday,15:53:17,Payment related,N,N, ,0 days 00:00:00, 
2148,ID2149,Diane,2021-02-07,Sunday,09:10:05,Admin Support,Y,Y,71.0,0 days 00:06:52,3.0
2149,ID2152,Dan,2021-02-07,Sunday,09:28:48,Payment related,Y,Y,11.0,0 days 00:06:50,5.0
2150,ID2177,Becky,2021-02-07,Sunday,13:48:00,Payment related,Y,Y,111.0,0 days 00:06:44,5.0
2151,ID2164,Martha,2021-02-07,Sunday,10:56:38,Streaming,Y,Y,53.0,0 days 00:06:37,4.0
2152,ID2176,Stewart,2021-02-07,Sunday,13:04:48,Admin Support,Y,Y,70.0,0 days 00:06:33,3.0
2153,ID2186,Martha,2021-02-07,Sunday,14:21:07,Contract related,Y,Y,14.0,0 days 00:06:28,1.0
2154,ID2170,Diane,2021-02-07,Sunday,11:25:26,Contract related,Y,Y,43.0,0 days 00:06:27,5.0
2155,ID2168,Greg,2021-02-07,Sunday,11:24:00,Streaming,Y,Y,51.0,0 days 00:06:24,5.0
2156,ID2153,Greg,2021-02-07,Sunday,09:30:14,Streaming,Y,Y,51.0,0 days 00:06:15,1.0
2157,ID2154,Martha,2021-02-07,Sunday,09:30:14,Streaming,Y,N,12.0,0 days 00:06:03,3.0
2158,ID2165,Becky,2021-02-07,Sunday,11:24:00,Payment related,Y,Y,51.0,0 days 00:06:01,2.0
2159,ID2184,Greg,2021-02-07,Sunday,14:09:36,Streaming,Y,N,16.0,0 days 00:05:47,3.0
2160,ID2198,Martha,2021-02-07,Sunday,16:35:02,Contract related,Y,Y,102.0,0 days 00:05:43,2.0
2161,ID2191,Stewart,2021-02-07,Sunday,16:19:12,Admin Support,Y,Y,107.0,0 days 00:05:42,4.0
2162,ID2155,Jim,2021-02-07,Sunday,10:00:29,Admin Support,Y,Y,16.0,0 days 00:05:22,4.0
2163,ID2183,Jim,2021-02-07,Sunday,14:09:36,Contract related,Y,Y,51.0,0 days 00:05:14,3.0
2164,ID2203,Diane,2021-02-07,Sunday,17:25:26,Admin Support,Y,Y,97.0,0 days 00:05:13,3.0
2165,ID2162,Martha,2021-02-07,Sunday,10:42:14,Contract related,Y,Y,124.0,0 days 00:04:54,4.0
2166,ID2178,Martha,2021-02-07,Sunday,13:48:00,Technical Support,Y,Y,85.0,0 days 00:04:43,1.0
2167,ID2182,Martha,2021-02-07,Sunday,14:08:10,Payment related,Y,Y,40.0,0 days 00:04:27,4.0
2168,ID2157,Jim,2021-02-07,Sunday,10:06:14,Streaming,Y,Y,54.0,0 days 00:04:21,3.0
2169,ID2187,Martha,2021-02-07,Sunday,15:20:10,Payment related,Y,Y,105.0,0 days 00:04:17,4.0
2170,ID2195,Becky,2021-02-07,Sunday,16:30:43,Technical Support,Y,Y,18.0,0 days 00:04:17,4.0
2171,ID2190,Dan,2021-02-07,Sunday,16:09:07,Payment related,Y,Y,105.0,0 days 00:04:16,4.0
2172,ID2202,Greg,2021-02-07,Sunday,16:43:41,Admin Support,Y,Y,81.0,0 days 00:04:14,4.0
2173,ID2163,Dan,2021-02-07,Sunday,10:56:38,Technical Support,Y,Y,46.0,0 days 00:04:12,3.0
2174,ID2158,Martha,2021-02-07,Sunday,10:06:14,Admin Support,Y,Y,106.0,0 days 00:04:06,3.0
2175,ID2172,Becky,2021-02-07,Sunday,12:48:58,Contract related,Y,Y,99.0,0 days 00:04:06,4.0
2176,ID2193,Becky,2021-02-07,Sunday,16:30:43,Admin Support,Y,Y,53.0,0 days 00:03:54,2.0
2177,ID2185,Greg,2021-02-07,Sunday,14:21:07,Contract related,Y,Y,27.0,0 days 00:03:53,3.0
2178,ID2194,Joe,2021-02-07,Sunday,16:30:43,Contract related,Y,Y,109.0,0 days 00:03:40,4.0
2179,ID2189,Greg,2021-02-07,Sunday,16:09:07,Payment related,Y,N,71.0,0 days 00:03:28,3.0
2180,ID2196,Dan,2021-02-07,Sunday,16:30:43,Admin Support,Y,Y,34.0,0 days 00:03:27,3.0
2181,ID2181,Greg,2021-02-07,Sunday,14:08:10,Payment related,Y,Y,14.0,0 days 00:03:17,4.0
2182,ID2161,Joe,2021-02-07,Sunday,10:42:14,Streaming,Y,N,97.0,0 days 00:03:16,4.0
2183,ID2169,Becky,2021-02-07,Sunday,11:25:26,Admin Support,Y,Y,45.0,0 days 00:02:40,1.0
2184,ID2150,Jim,2021-02-07,Sunday,09:10:05,Admin Support,Y,Y,94.0,0 days 00:02:17,3.0
2185,ID2167,Becky,2021-02-07,Sunday,11:24:00,Contract related,Y,Y,30.0,0 days 00:01:58,4.0
2186,ID2173,Greg,2021-02-07,Sunday,13:00:29,Admin Support,Y,Y,94.0,0 days 00:01:50,5.0
2187,ID2179,Diane,2021-02-07,Sunday,13:52:19,Technical Support,Y,N,58.0,0 days 00:01:31,2.0
2188,ID2201,Stewart,2021-02-07,Sunday,16:43:41,Payment related,Y,Y,111.0,0 days 00:01:20,5.0
2189,ID2174,Stewart,2021-02-07,Sunday,13:00:29,Technical Support,Y,Y,11.0,0 days 00:01:19,2.0
2190,ID2171,Greg,2021-02-07,Sunday,12:48:58,Technical Support,Y,Y,51.0,0 days 00:01:14,4.0
2191,ID2160,Martha,2021-02-07,Sunday,10:13:26,Admin Support,Y,Y,13.0,0 days 00:01:10,3.0
2192,ID2188,Diane,2021-02-07,Sunday,15:20:10,Streaming,Y,Y,77.0,0 days 00:01:05,4.0
2193,ID2166,Diane,2021-02-07,Sunday,11:24:00,Technical Support,Y,Y,51.0,0 days 00:00:58,5.0
2194,ID2175,Diane,2021-02-07,Sunday,13:04:48,Technical Support,Y,Y,120.0,0 days 00:00:40,3.0
2195,ID2151,Martha,2021-02-07,Sunday,09:28:48,Technical Support,N,N, ,0 days 00:00:00, 
2196,ID2156,Becky,2021-02-07,Sunday,10:00:29,Payment related,N,N, ,0 days 00:00:00, 
2197,ID2159,Diane,2021-02-07,Sunday,10:13:26,Payment related,N,N, ,0 days 00:00:00, 
2198,ID2180,Dan,2021-02-07,Sunday,13:52:19,Admin Support,N,N, ,0 days 00:00:00, 
2199,ID2192,Martha,2021-02-07,Sunday,16:19:12,Technical Support,N,N, ,0 days 00:00:00, 
2200,ID2197,Jim,2021-02-07,Sunday,16:35:02,Payment related,N,N, ,0 days 00:00:00, 
2201,ID2199,Martha,2021-02-07,Sunday,16:39:22,Payment related,N,N, ,0 days 00:00:00, 
2202,ID2200,Becky,2021-02-07,Sunday,16:39:22,Payment related,N,N, ,0 days 00:00:00, 
2203,ID2204,Greg,2021-02-07,Sunday,17:25:26,Contract related,N,N, ,0 days 00:00:00, 
2204,ID2246,Dan,2021-02-08,Monday,17:57:07,Payment related,Y,Y,38.0,0 days 00:06:48,5.0
2205,ID2233,Diane,2021-02-08,Monday,16:13:26,Payment related,Y,Y,119.0,0 days 00:06:46,3.0
2206,ID2209,Diane,2021-02-08,Monday,09:23:02,Admin Support,Y,Y,40.0,0 days 00:06:40,1.0
2207,ID2217,Greg,2021-02-08,Monday,13:09:07,Streaming,Y,Y,65.0,0 days 00:06:13,4.0
2208,ID2214,Stewart,2021-02-08,Monday,10:32:10,Streaming,Y,Y,21.0,0 days 00:06:07,3.0
2209,ID2223,Martha,2021-02-08,Monday,14:24:00,Technical Support,Y,Y,109.0,0 days 00:05:55,4.0
2210,ID2206,Becky,2021-02-08,Monday,09:00:00,Contract related,Y,Y,17.0,0 days 00:05:49,4.0
2211,ID2240,Martha,2021-02-08,Monday,16:45:07,Admin Support,Y,Y,58.0,0 days 00:05:37,3.0
2212,ID2219,Martha,2021-02-08,Monday,13:23:31,Streaming,Y,N,111.0,0 days 00:05:19,1.0
2213,ID2243,Martha,2021-02-08,Monday,17:08:10,Technical Support,Y,Y,110.0,0 days 00:05:17,5.0
2214,ID2215,Dan,2021-02-08,Monday,12:11:31,Contract related,Y,Y,16.0,0 days 00:05:12,5.0
2215,ID2232,Jim,2021-02-08,Monday,14:55:41,Payment related,Y,Y,51.0,0 days 00:05:09,5.0
2216,ID2234,Diane,2021-02-08,Monday,16:13:26,Streaming,Y,Y,62.0,0 days 00:04:47,3.0
2217,ID2208,Joe,2021-02-08,Monday,09:15:50,Payment related,Y,Y,112.0,0 days 00:04:43,3.0
2218,ID2222,Martha,2021-02-08,Monday,14:15:22,Technical Support,Y,Y,85.0,0 days 00:04:36,3.0
2219,ID2236,Jim,2021-02-08,Monday,16:17:46,Contract related,Y,Y,30.0,0 days 00:04:12,4.0
2220,ID2229,Greg,2021-02-08,Monday,14:38:24,Technical Support,Y,Y,124.0,0 days 00:04:11,5.0
2221,ID2237,Diane,2021-02-08,Monday,16:30:43,Admin Support,Y,Y,17.0,0 days 00:04:08,3.0
2222,ID2207,Becky,2021-02-08,Monday,09:15:50,Admin Support,Y,Y,116.0,0 days 00:04:05,4.0
2223,ID2228,Joe,2021-02-08,Monday,14:34:05,Streaming,Y,Y,57.0,0 days 00:03:56,2.0
2224,ID2241,Martha,2021-02-08,Monday,16:46:34,Contract related,Y,Y,59.0,0 days 00:03:47,4.0
2225,ID2238,Joe,2021-02-08,Monday,16:30:43,Streaming,Y,Y,43.0,0 days 00:03:18,3.0
2226,ID2235,Joe,2021-02-08,Monday,16:17:46,Contract related,Y,Y,70.0,0 days 00:03:13,5.0
2227,ID2213,Stewart,2021-02-08,Monday,10:32:10,Technical Support,Y,Y,122.0,0 days 00:02:49,3.0
2228,ID2210,Becky,2021-02-08,Monday,09:23:02,Admin Support,Y,Y,120.0,0 days 00:02:41,5.0
2229,ID2227,Becky,2021-02-08,Monday,14:34:05,Streaming,Y,Y,36.0,0 days 00:02:36,5.0
2230,ID2230,Martha,2021-02-08,Monday,14:38:24,Contract related,Y,Y,57.0,0 days 00:02:30,1.0
2231,ID2225,Diane,2021-02-08,Monday,14:26:53,Admin Support,Y,Y,50.0,0 days 00:02:09,3.0
2232,ID2239,Dan,2021-02-08,Monday,16:45:07,Technical Support,Y,Y,81.0,0 days 00:01:56,5.0
2233,ID2224,Becky,2021-02-08,Monday,14:24:00,Streaming,Y,N,71.0,0 days 00:01:39,4.0
2234,ID2244,Diane,2021-02-08,Monday,17:08:10,Streaming,Y,Y,91.0,0 days 00:01:29,3.0
2235,ID2226,Greg,2021-02-08,Monday,14:26:53,Payment related,Y,Y,66.0,0 days 00:01:03,3.0
2236,ID2211,Joe,2021-02-08,Monday,10:07:41,Payment related,Y,Y,24.0,0 days 00:01:02,4.0
2237,ID2220,Stewart,2021-02-08,Monday,13:23:31,Contract related,Y,Y,81.0,0 days 00:00:55,2.0
2238,ID2245,Greg,2021-02-08,Monday,17:57:07,Admin Support,Y,Y,12.0,0 days 00:00:48,3.0
2239,ID2205,Jim,2021-02-08,Monday,09:00:00,Admin Support,N,N, ,0 days 00:00:00, 
2240,ID2212,Diane,2021-02-08,Monday,10:07:41,Contract related,N,N, ,0 days 00:00:00, 
2241,ID2216,Stewart,2021-02-08,Monday,12:11:31,Streaming,N,N, ,0 days 00:00:00, 
2242,ID2218,Martha,2021-02-08,Monday,13:09:07,Contract related,N,N, ,0 days 00:00:00, 
2243,ID2221,Diane,2021-02-08,Monday,14:15:22,Technical Support,N,N, ,0 days 00:00:00, 
2244,ID2231,Becky,2021-02-08,Monday,14:55:41,Payment related,N,N, ,0 days 00:00:00, 
2245,ID2242,Martha,2021-02-08,Monday,16:46:34,Streaming,N,N, ,0 days 00:00:00, 
2246,ID2255,Dan,2021-02-09,Tuesday,10:46:34,Admin Support,Y,Y,62.0,0 days 00:06:52,4.0
2247,ID2298,Jim,2021-02-09,Tuesday,17:03:50,Streaming,Y,N,36.0,0 days 00:06:51,2.0
2248,ID2258,Dan,2021-02-09,Tuesday,11:32:38,Payment related,Y,N,100.0,0 days 00:06:45,5.0
2249,ID2279,Becky,2021-02-09,Tuesday,14:29:46,Payment related,Y,N,47.0,0 days 00:06:42,3.0
2250,ID2285,Dan,2021-02-09,Tuesday,15:54:43,Admin Support,Y,Y,80.0,0 days 00:06:38,5.0
2251,ID2278,Joe,2021-02-09,Tuesday,13:29:17,Admin Support,Y,Y,110.0,0 days 00:06:33,3.0
2252,ID2299,Diane,2021-02-09,Tuesday,17:29:46,Contract related,Y,Y,96.0,0 days 00:06:24,2.0
2253,ID2271,Diane,2021-02-09,Tuesday,13:00:29,Admin Support,Y,Y,61.0,0 days 00:05:55,5.0
2254,ID2259,Martha,2021-02-09,Tuesday,12:20:10,Contract related,Y,Y,69.0,0 days 00:05:50,3.0
2255,ID2267,Joe,2021-02-09,Tuesday,12:47:31,Contract related,Y,Y,48.0,0 days 00:05:32,3.0
2256,ID2264,Dan,2021-02-09,Tuesday,12:37:26,Admin Support,Y,Y,44.0,0 days 00:05:26,4.0
2257,ID2252,Becky,2021-02-09,Tuesday,10:10:34,Technical Support,Y,Y,83.0,0 days 00:05:13,5.0
2258,ID2254,Dan,2021-02-09,Tuesday,10:27:50,Admin Support,Y,Y,59.0,0 days 00:05:06,3.0
2259,ID2269,Greg,2021-02-09,Tuesday,12:50:24,Streaming,Y,N,17.0,0 days 00:05:06,2.0
2260,ID2296,Dan,2021-02-09,Tuesday,16:52:19,Admin Support,Y,Y,75.0,0 days 00:04:55,5.0
2261,ID2260,Joe,2021-02-09,Tuesday,12:20:10,Admin Support,Y,Y,66.0,0 days 00:04:53,2.0
2262,ID2290,Becky,2021-02-09,Tuesday,16:20:38,Admin Support,Y,Y,59.0,0 days 00:04:36,3.0
2263,ID2276,Jim,2021-02-09,Tuesday,13:22:05,Streaming,Y,Y,117.0,0 days 00:04:18,5.0
2264,ID2256,Jim,2021-02-09,Tuesday,10:46:34,Admin Support,Y,Y,63.0,0 days 00:04:16,1.0
2265,ID2251,Joe,2021-02-09,Tuesday,10:10:34,Technical Support,Y,Y,56.0,0 days 00:04:01,2.0
2266,ID2268,Dan,2021-02-09,Tuesday,12:47:31,Contract related,Y,Y,82.0,0 days 00:03:49,1.0
2267,ID2300,Joe,2021-02-09,Tuesday,17:29:46,Technical Support,Y,N,91.0,0 days 00:03:43,4.0
2268,ID2281,Martha,2021-02-09,Tuesday,14:29:46,Technical Support,Y,Y,63.0,0 days 00:03:31,5.0
2269,ID2289,Joe,2021-02-09,Tuesday,16:20:38,Streaming,Y,Y,14.0,0 days 00:03:30,5.0
2270,ID2248,Joe,2021-02-09,Tuesday,09:12:58,Technical Support,Y,Y,31.0,0 days 00:03:27,4.0
2271,ID2272,Dan,2021-02-09,Tuesday,13:00:29,Admin Support,Y,Y,103.0,0 days 00:03:26,4.0
2272,ID2275,Jim,2021-02-09,Tuesday,13:22:05,Streaming,Y,Y,21.0,0 days 00:03:12,5.0
2273,ID2253,Greg,2021-02-09,Tuesday,10:27:50,Payment related,Y,Y,42.0,0 days 00:02:44,2.0
2274,ID2257,Joe,2021-02-09,Tuesday,11:32:38,Technical Support,Y,Y,108.0,0 days 00:02:43,3.0
2275,ID2293,Jim,2021-02-09,Tuesday,16:32:10,Technical Support,Y,Y,104.0,0 days 00:02:34,1.0
2276,ID2280,Diane,2021-02-09,Tuesday,14:29:46,Streaming,Y,Y,48.0,0 days 00:02:03,4.0
2277,ID2270,Greg,2021-02-09,Tuesday,12:50:24,Payment related,Y,Y,52.0,0 days 00:01:57,5.0
2278,ID2295,Diane,2021-02-09,Tuesday,16:52:19,Streaming,Y,Y,67.0,0 days 00:01:51,2.0
2279,ID2284,Jim,2021-02-09,Tuesday,15:20:10,Admin Support,Y,Y,78.0,0 days 00:01:43,3.0
2280,ID2288,Greg,2021-02-09,Tuesday,16:19:12,Admin Support,Y,Y,88.0,0 days 00:01:36,5.0
2281,ID2287,Martha,2021-02-09,Tuesday,16:19:12,Admin Support,Y,Y,93.0,0 days 00:01:27,5.0
2282,ID2250,Diane,2021-02-09,Tuesday,09:28:48,Streaming,Y,Y,98.0,0 days 00:01:21,5.0
2283,ID2291,Stewart,2021-02-09,Tuesday,16:22:05,Technical Support,Y,Y,101.0,0 days 00:01:18,2.0
2284,ID2247,Becky,2021-02-09,Tuesday,09:12:58,Payment related,Y,Y,83.0,0 days 00:01:16,5.0
2285,ID2273,Diane,2021-02-09,Tuesday,13:06:14,Admin Support,Y,Y,30.0,0 days 00:01:11,4.0
2286,ID2302,Becky,2021-02-09,Tuesday,17:57:07,Streaming,Y,Y,53.0,0 days 00:01:08,4.0
2287,ID2294,Stewart,2021-02-09,Tuesday,16:32:10,Admin Support,Y,Y,29.0,0 days 00:01:04,4.0
2288,ID2297,Greg,2021-02-09,Tuesday,17:03:50,Payment related,Y,Y,110.0,0 days 00:01:03,1.0
2289,ID2263,Dan,2021-02-09,Tuesday,12:37:26,Payment related,Y,Y,122.0,0 days 00:00:48,4.0
2290,ID2292,Greg,2021-02-09,Tuesday,16:22:05,Streaming,Y,Y,38.0,0 days 00:00:43,2.0
2291,ID2249,Stewart,2021-02-09,Tuesday,09:28:48,Streaming,Y,Y,105.0,0 days 00:00:32,5.0
2292,ID2261,Dan,2021-02-09,Tuesday,12:28:48,Payment related,N,N, ,0 days 00:00:00, 
2293,ID2262,Stewart,2021-02-09,Tuesday,12:28:48,Streaming,N,N, ,0 days 00:00:00, 
2294,ID2265,Becky,2021-02-09,Tuesday,12:47:31,Contract related,N,N, ,0 days 00:00:00, 
2295,ID2266,Greg,2021-02-09,Tuesday,12:47:31,Technical Support,N,N, ,0 days 00:00:00, 
2296,ID2274,Greg,2021-02-09,Tuesday,13:06:14,Technical Support,N,N, ,0 days 00:00:00, 
2297,ID2277,Jim,2021-02-09,Tuesday,13:29:17,Admin Support,N,N, ,0 days 00:00:00, 
2298,ID2282,Joe,2021-02-09,Tuesday,14:29:46,Payment related,N,N, ,0 days 00:00:00, 
2299,ID2283,Diane,2021-02-09,Tuesday,15:20:10,Technical Support,N,N, ,0 days 00:00:00, 
2300,ID2286,Martha,2021-02-09,Tuesday,15:54:43,Technical Support,N,N, ,0 days 00:00:00, 
2301,ID2301,Dan,2021-02-09,Tuesday,17:57:07,Admin Support,N,N, ,0 days 00:00:00, 
2302,ID2353,Diane,2021-02-10,Wednesday,17:08:10,Technical Support,Y,Y,114.0,0 days 00:06:54,3.0
2303,ID2309,Diane,2021-02-10,Wednesday,10:37:55,Technical Support,Y,Y,87.0,0 days 00:06:49,3.0
2304,ID2308,Jim,2021-02-10,Wednesday,09:18:43,Streaming,Y,Y,56.0,0 days 00:06:38,4.0
2305,ID2354,Becky,2021-02-10,Wednesday,17:08:10,Technical Support,Y,Y,30.0,0 days 00:06:31,1.0
2306,ID2333,Stewart,2021-02-10,Wednesday,13:04:48,Payment related,Y,Y,77.0,0 days 00:06:21,1.0
2307,ID2360,Jim,2021-02-10,Wednesday,17:28:19,Admin Support,Y,Y,25.0,0 days 00:06:15,5.0
2308,ID2312,Becky,2021-02-10,Wednesday,11:03:50,Payment related,Y,Y,116.0,0 days 00:06:13,3.0
2309,ID2347,Martha,2021-02-10,Wednesday,16:26:24,Technical Support,Y,Y,73.0,0 days 00:06:11,5.0
2310,ID2332,Dan,2021-02-10,Wednesday,12:59:02,Payment related,Y,N,46.0,0 days 00:06:08,2.0
2311,ID2311,Jim,2021-02-10,Wednesday,11:03:50,Admin Support,Y,N,46.0,0 days 00:05:54,4.0
2312,ID2337,Joe,2021-02-10,Wednesday,13:46:34,Streaming,Y,Y,13.0,0 days 00:05:50,4.0
